gender,birthday,days_watched,mean_score,watching,completed,on_hold,dropped,plan_to_watch,total_entries,rewatched,episodes_watched,score,genres,keywords,type,episodes,aired,premiered,status,producers,studios,source,duration,rating_y,rank,popularity,favorites,scored_by,members,duration_class,episodes_class,rating
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.39,"Comedy, Drama, Romance, Sci-Fi, Ecchi","chii cannot download information onto, look exactly like human beings, look like humans, young country boy, real human emotions, say one word, college entrance exams, chii ,"", one evening, urban legend, special units, romance flourish, poor background, personal computers, newest fad, mal rewrite, love toward, love remain, let alone, hideki tries, hideki motosuwa, hideki decides, hard drive, fashioned way, eventually becomes, computers start, chobit ,"", barely afford, walking home, studying hard, abandoned persocom, human, chii, college, studying, persocom, home, written, world, unravel, unlike, time, thoughts, teach, taking, seems, persocoms, persocoms, owner, old, name, mystery, may, managing, however, get, friends, finds, expenses, defective, coming, along, activate",TV,26.0,"Apr 3, 2002 to Sep 25, 2002",spring,Finished Airing,"TBS, Pioneer LDC",Madhouse,Manga,24.0,PG-13 - Teens 13 or older,2429,484,4171,260280,499608,standard,long,medium
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,6.54,"Comedy, Romance, Sci-Fi, Ecchi","high school student named takeya ikuhara, ufo containing 150 aliens crash, slave ,"" leaving, one year ago, one misty morning, one could fix, japanese government decided, named ren, aliens ends, housed one, japanese citizens, wanting nothing, takes pity, stay program, human society, free days, extremely distrustful, eventually found, imprints upon, bestow upon, truck carrying, upon, truck, wants, teaching, shores, ship, serves, saves, riverbank, remain, releasing, race, personal, ordinary, order, mingle, matter, master, make, language, landed, kasai, japan, humans, however, home, hit, familiar, end, enacted, dropping, despite, designation, dears, dears, customs, culture, confinement, capsule, bringing, become, allow, alien",TV,12.0,"Jul 11, 2004 to Sep 26, 2004",summer,Finished Airing,"Bandai Visual, HAL Film Maker, Genco, Lantis",Daume,Manga,23.0,R+ - Mild Nudity,6895,1637,360,81340,153306,standard,medium,medium
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.59,"Action, Comedy, Sci-Fi","kurz weber must secretly protect kaname chidori —, unconsciously holds breakthrough scientific knowledge, covert military institution using state, actions frequently make kaname suspicious, poor social skills lead, superior officer melissa mao, vicious mastermind behind, attract unnecessary attention, combat terrorist operations, sergeants sousuke sagara, ensure kaname, terrorist ambush, kurz, sousuke enrolls, sousuke abandons, complicates sousuke, whispered ""—, teenage girl, specialized team, sensitive mission, organizations pursuing, militaristic upbringing, mal rewrite, kaname, intelligence agencies, high school, earnest attempts, difficult adjustment, closely monitor, civilian life, art technology, melissa, written, task, safety, remotely, recognizing, orders, one, mithril, however, fulfill, duty, despite, considered, command, classmates, assist, assigns, assault, abilities",TV,24.0,"Jan 8, 2002 to Jun 18, 2002",winter,Finished Airing,"Kadokawa Shoten, KlockWorx",Gonzo,Light novel,24.0,R - 17+ (violence & profanity),1640,466,4419,246955,514078,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.91,Action,"internal conflicts within mithril threaten, school girl kaname chidori return, powerful arm slave models, overcoming various tumultuous events, inner battles amidst life, independent terrorist organization known, normal high school lives, mercenary sergeant sousuke sagara, antics often drive, new problems begin, lives calm, sousuke face, sousuke continues, kaname attempts, wreak unity, wall )., threatening fights, right choices, mal rewrite, even though, civilian population, mithril, kaname, new, written, worsen, world, whispered, time, support, stake, situation, series, peace, mission, manage, make, however, future, failures, endeavors, efforts, change, betrayals, assimilate, appearance, appear, amalgam, able",TV,13.0,"Jul 14, 2005 to Oct 20, 2005",summer,Finished Airing,"WOWOW, Kadokawa Shoten, KlockWorx, Happinet Pictures",Kyoto Animation,Light novel,24.0,R - 17+ (violence & profanity),818,981,1299,151440,267888,standard,medium,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.74,"Action, Award Winning, Drama, Romance, Sci-Fi","human beings whose biological traits, art military mobile suits known, space colony heliopolis remains neutral, year cosmic era 0071, great war raging across, military organization composed, young soldiers experience, college friends join, kira take control, mobile suits, advanced beings, university student, unaltered people, ship run, seeking shelter, planet earth, mal rewrite, made colonies, kira yamato, five state, final gundam, earth alliance, deep hatred, rebellious coordinators, coordinators drove, zaft manages, space, heliopolis, colony, war, kira, coordinators, zaft, written, thrown, surviving, strike, steal, set, remain, naturals, naturals, man, make, loss, life, horrors, gundams, galaxy, four, effort, disarray, crew, coordinator, comes, birth, battle, attacks, archangel, altered",TV,50.0,"Oct 5, 2002 to Sep 27, 2003",fall,Finished Airing,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa",Sunrise,Original,24.0,R - 17+ (violence & profanity),1208,1429,3677,99438,178914,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.27,"Comedy, Drama, Fantasy","arika must make many sacrifices, mashiro blan de windbloom, arika yumemiya enrolls, arika soon realizes, arika quickly adjusts, arika makes friends, unsavory political dealings, navigating social relationships, highest rank responsible, days eagerly training, bestows destructive abilities, advanced materializing equipment, arika also wishes, numerous personal dilemmas, distinguished otome student, truly wishes, personal bodyguard, virgin girl, super weapon, specific nation, nina wáng, mal rewrite, current princess, otome —, meister otome, garderobe academy, windbloom, otome, otome, otome, academy, academy, written, use, spends, skills, side, process, mother, kingdom, kingdom, however, hime, highly, goals, fraught, find, environment, developing, dangers, bombarded, becoming, become, attending, assigned, achieve, able",TV,26.0,"Oct 7, 2005 to Mar 31, 2006",fall,Finished Airing,"Bandai Visual, Lantis, TV Tokyo Music",Sunrise,Original,23.0,PG-13 - Teens 13 or older,3035,3249,312,26021,53110,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.73,"Action, Award Winning, Drama, Sci-Fi","mariemaia abducts diplomat relena peacecraft, quatre raberba winner decide, heroic pilots must reacquire, former enemy zechs marquise, former ally wufei chang, war heroes duo maxwell, former tyrannical aristocrat treize, wage one final battle, posthumously fulfilling treize, intergalactic civil war, world domination plot, operation meteor ,"", mobile suit tallgeese, mariemaia khushrenada —, gundam mobile suits, mobile suits, one year, khushrenada dynasty, gundam reach, universal peace, trowa barton, stasis prevails, mal rewrite, including fighting, heero yuy, colony 196, announces plans, mariemaia, year, written, weapons, use, surface, sun, state, shattered, seeing, launching, launch, intention, help, emergence, earth, destroy, destination, conclusion, colonies, child, ambitions, aligning",OVA,3.0,"Jan 25, 1997 to Jul 25, 1997",,Finished Airing,"Bandai Visual, Sotsu",Sunrise,Original,30.0,PG-13 - Teens 13 or older,1225,3359,182,28559,50207,long,short,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.01,"Comedy, Fantasy, Romance, Ecchi","normal young high school student attending verbena academy, days living peacefully, childhood friend kaede, next door neighbors, demons coexist together, upperclassmen asa, present times, playful friendship, one day, hands dealing, families move, cute primula, tsuchimi rin, door, demons, demons, rin, rin, rin, worlds, unexpectedly, spending, silent, sia, past, opened, nerine, navel, much, met, love, king, king, humans, gods, gods, gods, girls, eroge, encounter, deeply, daughter, daughter, based, apparently, along, affections",TV,24.0,"Jul 8, 2005 to Jan 6, 2006",summer,Finished Airing,"Xebec, Lantis, Kadokawa Shoten, KlockWorx, Memory-Tech",asread.,Visual novel,24.0,R+ - Mild Nudity,4389,912,1465,137860,286193,standard,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.25,"Action, Drama, Sci-Fi","young people go, giant robot fafner, taught ..., small cluster, sleepy backwater, school knowing, remain peaceful, much happens, japanese isles, incomprehensible enemy, final treasure, continued existence, last line, central island, line, island, undisturbed, truth, tatsumiyajima, tatsumiyajima, source, middle, mankind, mankind, lives, likely, islands, humanity, hostile, guards, fighting, fate, dragon, different, defense, center, ann",TV,25.0,"Jul 5, 2004 to Dec 27, 2004",summer,Finished Airing,"TV Tokyo Music, King Records",Xebec,Original,24.0,PG-13 - Teens 13 or older,3142,3338,276,15820,50969,standard,long,unknown
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.98,,,TV,24.0,,,Finished Airing,,,,23.0,,700,943,4171,85522,277257,standard,long,high
,1991-10-24,12.2,7.1,4,31,0,41,0,76,0,744,7.98,,,TV,24.0,,,Finished Airing,,,,23.0,,700,943,4171,85522,277257,standard,long,unknown
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.98,,,TV,24.0,,,Finished Airing,,,,23.0,,700,943,4171,85522,277257,standard,long,unknown
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,7.24,"Action, Drama, Mystery, Supernatural","solving supernatural crimes falls outside, possessing powerful pyrokinetic abilities, though hidden away, local japanese branch, elixir called orbo, supernatural powers —, robin sena transfers, hostile witches —, witches —, robin wants, robin opposes, rogue witches, place within, normal authorities, nonetheless capable, neither numerous, mal rewrite, internal politics, instead handled, inherently evil, human societies, general public, even neutralize, different reasons, criminal means, creating disorder, always existed, also handling, must find, solomon organization, witches, powers, powers, organization, find, solomon, solomon, written, witch, witch, weaken, way, use, training, threat, task, stnj, stnj, seem, putting, particular, odds, navigate, misusing, methods, jurisdiction, italy, finished, dealing, dangerous",TV,26.0,"Jul 3, 2002 to Dec 25, 2002",summer,Finished Airing,"Bandai Visual, Dentsu, Victor Entertainment",Sunrise,Original,25.0,PG-13 - Teens 13 or older,3211,1939,670,45182,122577,long,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.17,,,TV,24.0,,spring,Finished Airing,OB Planning,A.C.G.T.,Manga,27.0,PG-13 - Teens 13 or older,444,1276,1389,113204,202660,long,long,high
Male,1990-02-09,70.6,7.53,34,148,13,6,10,211,50,4094,6.31,"Action, Fantasy, Sci-Fi","jaded honors students like beryl jasper, new transfer student agate fluorite, built cluster edge may, cluster edge academy, enthusiastic attitude stands, elite come together, even agate understands, student body, another student, total control, sentai filmworks, roles running, religious sects, quite seem, major factors, demands notice, brooding balance, artificial soldiers, may, agate, agate, even, world, world, survive, source, something, something, somber, series, school, school, prepare, passing, part, part, offspring, mysteries, momentous, moment, fit, dangerous, center, battle, arrival, among",TV,25.0,"Oct 5, 2005 to Mar 29, 2006",fall,Finished Airing,"Bandai Visual, Imagine",Sunrise,Original,24.0,PG-13 - Teens 13 or older,8259,6413,14,3399,11584,standard,long,low
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.29,Drama,"looking dog named beck, younger sister maho, two boys launch, slowly becoming interested, older boy leads, fame across japan, dispirited young boy, band called beck, western rock culture, ultimate rock band, popular rock band, helping ray achieve, amazing guitar skills, koyuki meets ray, beck follows, former band, start playing, old yukio, old ryuusuke, meeting place, mal rewrite, local kids, koyuki saves, koyuki decides, former member, emerging guitarist, dazzles koyuki, rock, dog, ray, ray, koyuki, guitar, year, year, written, world, together, tanaka, successes, struggles, strange, spread, owner, minami, members, life, leading, however, harassed, group, group, goals, glamour, fourteen, forming, dream, diner, changes, career, 16",TV,26.0,"Oct 7, 2004 to Mar 31, 2005",fall,Finished Airing,"Marvelous Entertainment, Starchild Records, Asatsu DK, Kodansha",Madhouse,Manga,25.0,R - 17+ (violence & profanity),298,716,8823,146093,359083,long,long,unknown
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.88,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Sotsu, Marvelous Entertainment, Starchild Records, Media Factory, DAX Production",Studio Comet,Manga,23.0,PG-13 - Teens 13 or older,866,772,5299,152534,337235,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.36,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","Gainax, Tatsunoko Production",Original,24.0,PG-13 - Teens 13 or older,231,45,111650,1147758,1919766,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.56,,,Movie,1.0,,,Finished Airing,"TV Tokyo, Toei Animation, Kadokawa Shoten, Movic, Sega, TV Tokyo Music, King Records, Audio Tanaka","Gainax, Production I.G",Original,86.0,R+ - Mild Nudity,116,177,30573,657356,985033,long,short,medium
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.85,,,TV,178.0,,fall,Finished Airing,"Production I.G, TV Tokyo, Nihon Ad Systems",Trans Arts,Manga,22.0,PG-13 - Teens 13 or older,937,1348,3045,86870,191848,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.75,,,TV,22.0,,spring,Finished Airing,"Group TAC, Rondo Robe, Fuji TV, Pioneer LDC, Rakuonsha, Geneon Entertainment USA",Madhouse,Original,23.0,R+ - Mild Nudity,1184,974,5356,60447,269302,standard,medium,medium
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.01,,,TV,220.0,,fall,Finished Airing,"TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,23.0,PG-13 - Teens 13 or older,663,9,82913,2054933,2982943,standard,long,low
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.75,"Action, Award Winning, Sci-Fi","odd child edward wong hau pepelu tivrusky iv, jet black pursue criminals throughout space, beautiful con artist faye valentine, tough bounty hunters, maniacal plot continues, bioengineered welsh corgi, spike must choose, jet manages, year 2071, troubled memories, taking care, settlements like, old wounds, newfound family, new societies, mal rewrite, intergalactic outlaws, humble living, growing number, expanded across, drug use, developing bonds, colorful cast, aloof demeanor, spike spiegel, violent past, criminals, bebop crew, spike, spike, spike, past, bebop, written, working, weight, unravel, timeless, theft, surface, ship, rival, revenge, planets, plagued, murder, menace, meanwhile, make, lives, life, joined, hunted, humanity, haunted, goofy, galaxy, filling, ein, earth, duo, disrupted, crime, catch, beneath",TV,26.0,"Apr 3, 1998 to Apr 24, 1999",spring,Finished Airing,"Bandai Visual, Victor Entertainment, Audio Planning U",Sunrise,Original,24.0,R - 17+ (violence & profanity),48,42,86189,1013780,1963589,standard,long,unknown
,,22.9,8.01,2,67,11,0,0,80,0,1295,8.17,,,TV,24.0,,spring,Finished Airing,OB Planning,A.C.G.T.,Manga,27.0,PG-13 - Teens 13 or older,444,1276,1389,113204,202660,long,long,high
,,22.9,8.01,2,67,11,0,0,80,0,1295,8.01,,,TV,220.0,,fall,Finished Airing,"TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,23.0,PG-13 - Teens 13 or older,663,9,82913,2054933,2982943,standard,long,medium
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.73,"Action, Adventure, Fantasy","coveted one piece treasure, prized one piece, together embracing perils, sailed dangerous seas, faces numerous challenges, luffy gathers one, although luffy lacks, countless powerful pirates, luffy ends, unbreakable spirit, terrible whirlpool, superhuman ability, resolutely pursues, pirates title, never return, mal rewrite, looking teenager, lifetime adventure, kind companions, formidable adversary, fearsome pirates, ever since, daring everyone, carefree monkey, big smile, barely surviving, ambitious endeavor, proper ship, late king, luffy, pirates, ship, king, written, world, wonders, whereabouts, unmatched, underestimated, stirred, sea, roger, riches, pirate, passing, obtain, naive, many, make, join, inspiration, hoard, gol, face, endowed, disclosing, despite, death, crew, comes, battle, barrel, attack, also, aboard",TV,25.0,"Oct 20, 1999 to ?",fall,Currently Airing,"Fuji TV, TAP, Shueisha",Toei Animation,Manga,24.0,PG-13 - Teens 13 or older,51,17,236798,1432316,2519689,standard,long,high
,,48.4,8.23,1,97,14,2,13,127,0,2809,8.28,"Action, Comedy, Romance","meiji kenkaku romantan tells, former assassin temporarily ceases, ten peaceful years since, stumbles across kaoru kamiya, battousai still strikes terror, legendary assassin known, bakumatsu era lived, kaoru allows, final years, war veterans, wandering swordsman, vowing never, unmatched throughout, reformed killer, receiving help, present begin, one day, new ideals, mysteriously disappeared, merciless killer, mal rewrite, japanese revolution, impostor claiming, hitokiri battousai, cheerful attitude, bloodstained lifestyle, rurouni kenshin, kenshin himura, kenshin dedicates, kendo dojo, battousai, battousai, kenshin, kenshin, dojo, written, weak, uphold, unbeknownst, travels, threatened, strong, strives, story, stay, sins, saving, save, repent, protecting, peak, past, need, mention, living, kill, however, hearts, feared, enemies, emerge, effort, country, able, abandoned",TV,94.0,"Jan 10, 1996 to Sep 8, 1998",winter,Finished Airing,"Aniplex, SME Visual Works, Fuji TV","Gallop, Studio Deen",Manga,25.0,PG-13 - Teens 13 or older,308,467,10254,243398,512471,long,long,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.17,,,TV,24.0,,spring,Finished Airing,OB Planning,A.C.G.T.,Manga,27.0,PG-13 - Teens 13 or older,444,1276,1389,113204,202660,long,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.73,"Action, Adventure, Fantasy","coveted one piece treasure, prized one piece, together embracing perils, sailed dangerous seas, faces numerous challenges, luffy gathers one, although luffy lacks, countless powerful pirates, luffy ends, unbreakable spirit, terrible whirlpool, superhuman ability, resolutely pursues, pirates title, never return, mal rewrite, looking teenager, lifetime adventure, kind companions, formidable adversary, fearsome pirates, ever since, daring everyone, carefree monkey, big smile, barely surviving, ambitious endeavor, proper ship, late king, luffy, pirates, ship, king, written, world, wonders, whereabouts, unmatched, underestimated, stirred, sea, roger, riches, pirate, passing, obtain, naive, many, make, join, inspiration, hoard, gol, face, endowed, disclosing, despite, death, crew, comes, battle, barrel, attack, also, aboard",TV,25.0,"Oct 20, 1999 to ?",fall,Currently Airing,"Fuji TV, TAP, Shueisha",Toei Animation,Manga,24.0,PG-13 - Teens 13 or older,51,17,236798,1432316,2519689,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.16,"Action, Horror, Sci-Fi","best friend tetsuo shima, current government — stands, world war iii, psychic powers tears, shoutarou kaneda leads, tetsuo begins, government seeks, government institution, latest psychic, tokyo —, young boy, year 2019, riding large, restored version, mysterious abilities, misfits known, mal rewrite, gang violence, explosion caused, escaping confinement, destructive power, desperate attempt, custom motorcycles, constant conflict, clowns ."", capsules ,"", area rife, city known, shoutarou, leads, tokyo, tokyo, city, city, written, unleashing, terrorism, taken, streets, rivals, quarantine, prevent, prevent, place, order, one, never, neo, knees, japan, ignites, heard, group, fuse, finds, esper, encounter, develop, destruction, custody, could, caught, captured, bring, battles, accident, 1988",Movie,1.0,"Jul 16, 1988",,Finished Airing,"Mainichi Broadcasting System, Kodansha, Pioneer LDC, Bandai, TOHO, Sumitomo, Hakuhodo",Tokyo Movie Shinsha,Manga,124.0,R+ - Mild Nudity,454,208,14402,539408,910963,long,short,medium
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.36,,,TV,26.0,,fall,Finished Airing,"TV Tokyo, Kadokawa Shoten, Nihon Ad Systems, Audio Tanaka","Gainax, Tatsunoko Production",Original,24.0,PG-13 - Teens 13 or older,231,45,111650,1147758,1919766,standard,long,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.01,,,TV,220.0,,fall,Finished Airing,"TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,23.0,PG-13 - Teens 13 or older,663,9,82913,2054933,2982943,standard,long,low
,1991-10-24,12.2,7.1,4,31,0,41,0,76,0,744,7.91,,,TV,69.0,,fall,Finished Airing,"TV Tokyo, Aniplex, d-rights, Tohokushinsha Film Corporation, Atelier Musa",Sunrise,Manga,24.0,PG-13 - Teens 13 or older,810,2217,928,42444,101910,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.53,"Action, Drama, Romance","oboro must ultimately decide, powerful warlord ieyasu tokugawa, bloody battle royale, 10 best warriors, clan representing one, potential shogunate heirs, kouga ninja clans, tokugawa shogunate, oboro iga, heirs aim, kouga clan, years later, two scrolls, two grandsons, thousand years, mal rewrite, bring peace, blood upon, bitter war, another war, iga clan, two clans, given fighter, gennosuke kouga, next heir, ieyasu, shogunate, kouga, iga, iga, given, gennosuke, clans, clans, clans, clans, heir, heir, written, winning, torn, send, rivalry, resolve, reignited, put, prize, ordered, ordered, names, marriage, marked, love, love, hopes, forced, flames, fighters, fight, favor, fate, fallen, engaged, duty, dragged, dispute, death, dashed, claimed, centuries, ceasefire, arms",TV,24.0,"Apr 13, 2005 to Sep 21, 2005",spring,Finished Airing,"GDH, Kodansha, Sotsu Music Publishing, Future Vision Music",Gonzo,Manga,24.0,R - 17+ (violence & profanity),1871,1316,1441,80266,196883,standard,long,unknown
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.29,Drama,"looking dog named beck, younger sister maho, two boys launch, slowly becoming interested, older boy leads, fame across japan, dispirited young boy, band called beck, western rock culture, ultimate rock band, popular rock band, helping ray achieve, amazing guitar skills, koyuki meets ray, beck follows, former band, start playing, old yukio, old ryuusuke, meeting place, mal rewrite, local kids, koyuki saves, koyuki decides, former member, emerging guitarist, dazzles koyuki, rock, dog, ray, ray, koyuki, guitar, year, year, written, world, together, tanaka, successes, struggles, strange, spread, owner, minami, members, life, leading, however, harassed, group, group, goals, glamour, fourteen, forming, dream, diner, changes, career, 16",TV,26.0,"Oct 7, 2004 to Mar 31, 2005",fall,Finished Airing,"Marvelous Entertainment, Starchild Records, Asatsu DK, Kodansha",Madhouse,Manga,25.0,R - 17+ (violence & profanity),298,716,8823,146093,359083,long,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.75,"Action, Award Winning, Sci-Fi","odd child edward wong hau pepelu tivrusky iv, jet black pursue criminals throughout space, beautiful con artist faye valentine, tough bounty hunters, maniacal plot continues, bioengineered welsh corgi, spike must choose, jet manages, year 2071, troubled memories, taking care, settlements like, old wounds, newfound family, new societies, mal rewrite, intergalactic outlaws, humble living, growing number, expanded across, drug use, developing bonds, colorful cast, aloof demeanor, spike spiegel, violent past, criminals, bebop crew, spike, spike, spike, past, bebop, written, working, weight, unravel, timeless, theft, surface, ship, rival, revenge, planets, plagued, murder, menace, meanwhile, make, lives, life, joined, hunted, humanity, haunted, goofy, galaxy, filling, ein, earth, duo, disrupted, crime, catch, beneath",TV,26.0,"Apr 3, 1998 to Apr 24, 1999",spring,Finished Airing,"Bandai Visual, Victor Entertainment, Audio Planning U",Sunrise,Original,24.0,R - 17+ (violence & profanity),48,42,86189,1013780,1963589,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,8.38,"Action, Sci-Fi","whopping three hundred million woolong price, pursue different leads across alba city, oil tanker suddenly explode, strange disease spreading, often unlucky crew, fairly worthless target, causing mass hysteria, casualties mount due, bounty hunters could, another bounty —, bebop crew springs, another day, supposed perpetrator, scheme involving, reaches much, ragtag team, pharmaceutical company, money problems, mal rewrite, individual investigations, followed closely, bebop, written, witnesses, stake, split, spike, solution, smoke, sight, routine, revealing, realized, plot, placed, mars, lives, life, jet, interrupted, however, head, faye, faye, ein, edward, discover, cover, chasing, blast, action",Movie,1.0,"Sep 1, 2001",,Finished Airing,"Sunrise, Bandai Visual",Bones,Original,115.0,R - 17+ (violence & profanity),210,638,1693,224353,396100,long,short,unknown
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.01,,,TV,220.0,,fall,Finished Airing,"TV Tokyo, Aniplex, Shueisha",Pierrot,Manga,23.0,PG-13 - Teens 13 or older,663,9,82913,2054933,2982943,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.16,"Action, Comedy, Fantasy, Romance","wimpy middle school student, longtime crush risa harada, fated family legacy —, steal valuable works, infamous phantom thief, greatest adversary could, confusion constantly clouding, elusive art thief, unexpected turn, though daisuke, strange heritage, redeeming qualities, mal rewrite, finally decides, dark mousy, daisuke realizes, daisuke niwa, daisuke finds, daisuke finds, 14th birthday, one classmate, risa, family, art, one, written, whenever, unwilling, unaware, transforming, struggling, since, set, relationships, rejected, planning, name, mother, mother, mind, mind, love, long, let, known, however, headed, fight, events, doubt, confess, clumsy, classmates, certainly, boy, born, block",TV,26.0,"Apr 3, 2003 to Sep 25, 2003",spring,Finished Airing,Kadokawa Shoten,Xebec,Manga,23.0,PG-13 - Teens 13 or older,3644,1374,1281,100490,188690,standard,long,medium
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,6.54,"Comedy, Romance, Sci-Fi, Ecchi","high school student named takeya ikuhara, ufo containing 150 aliens crash, slave ,"" leaving, one year ago, one misty morning, one could fix, japanese government decided, named ren, aliens ends, housed one, japanese citizens, wanting nothing, takes pity, stay program, human society, free days, extremely distrustful, eventually found, imprints upon, bestow upon, truck carrying, upon, truck, wants, teaching, shores, ship, serves, saves, riverbank, remain, releasing, race, personal, ordinary, order, mingle, matter, master, make, language, landed, kasai, japan, humans, however, home, hit, familiar, end, enacted, dropping, despite, designation, dears, dears, customs, culture, confinement, capsule, bringing, become, allow, alien",TV,12.0,"Jul 11, 2004 to Sep 26, 2004",summer,Finished Airing,"Bandai Visual, HAL Film Maker, Genco, Lantis",Daume,Manga,23.0,R+ - Mild Nudity,6895,1637,360,81340,153306,standard,medium,low
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.59,"Action, Comedy, Sci-Fi","kurz weber must secretly protect kaname chidori —, unconsciously holds breakthrough scientific knowledge, covert military institution using state, actions frequently make kaname suspicious, poor social skills lead, superior officer melissa mao, vicious mastermind behind, attract unnecessary attention, combat terrorist operations, sergeants sousuke sagara, ensure kaname, terrorist ambush, kurz, sousuke enrolls, sousuke abandons, complicates sousuke, whispered ""—, teenage girl, specialized team, sensitive mission, organizations pursuing, militaristic upbringing, mal rewrite, kaname, intelligence agencies, high school, earnest attempts, difficult adjustment, closely monitor, civilian life, art technology, melissa, written, task, safety, remotely, recognizing, orders, one, mithril, however, fulfill, duty, despite, considered, command, classmates, assist, assigns, assault, abilities",TV,24.0,"Jan 8, 2002 to Jun 18, 2002",winter,Finished Airing,"Kadokawa Shoten, KlockWorx",Gonzo,Light novel,24.0,R - 17+ (violence & profanity),1640,466,4419,246955,514078,standard,long,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.91,Action,"internal conflicts within mithril threaten, school girl kaname chidori return, powerful arm slave models, overcoming various tumultuous events, inner battles amidst life, independent terrorist organization known, normal high school lives, mercenary sergeant sousuke sagara, antics often drive, new problems begin, lives calm, sousuke face, sousuke continues, kaname attempts, wreak unity, wall )., threatening fights, right choices, mal rewrite, even though, civilian population, mithril, kaname, new, written, worsen, world, whispered, time, support, stake, situation, series, peace, mission, manage, make, however, future, failures, endeavors, efforts, change, betrayals, assimilate, appearance, appear, amalgam, able",TV,13.0,"Jul 14, 2005 to Oct 20, 2005",summer,Finished Airing,"WOWOW, Kadokawa Shoten, KlockWorx, Happinet Pictures",Kyoto Animation,Light novel,24.0,R - 17+ (violence & profanity),818,981,1299,151440,267888,standard,medium,high
Male,1983-11-09,78.0,7.18,30,135,9,8,22,204,15,4696,7.54,Sports,"kyousuke must either remain steadfast, japanese soccer star seisuke kanou, jouyou akanegaoka high school, kyousuke vows never, recognize kyousuke, soccer player, play soccer, play soccer, soccer team, mori kazuto, miki tsujiwaki, mal rewrite, freshman year, fallen behind, best striker, always expected, younger brother, kyousuke, team, brother, brother, —, written, world, want, success, sport, shadow, see, return, reignite, reasons, proved, potential, pace, opportunity, meet, manager, loved, lives, however, grow, girls, game, flame, expectation, entering, difficult, decision, captain, boys, become, allow, abandon",TV,52.0,"Sep 11, 2002 to Sep 10, 2003",fall,Finished Airing,,Nippon Animation,Manga,23.0,PG-13 - Teens 13 or older,1825,4661,244,13915,26104,standard,long,high
